increment,price,zero
1117,325.519989,0
1118,322.029999,0
1119,324.23999,0
1120,326.950012,0
1121,326.75,0
1122,326.690002,0
1123,326.23999,0
1124,323.910004,0
1125,323.829987,0
1126,320.079987,0
1127,321.350006,0
1128,321.890015,0
1129,321.25,0
1130,320.480011,0
1131,322.320007,0
1132,328,0
1133,326.600006,0
1134,328.440002,0
1135,325.809998,0
1136,319.679993,0
1137,317.980011,0
1138,319.230011,0
1139,320.640015,0
1140,321.549988,0
1141,324.910004,0
1142,327.070007,0
1143,328.779999,0
1144,329.809998,0
1145,329.950012,0
1146,331.839996,0
1147,332.440002,0
1148,331.350006,0
1149,335.730011,0
1150,333.51001,0
1151,335.899994,0
1152,333.670013,0
1153,333.880005,0
1154,338.049988,0
1155,341.98999,0
1156,342.149994,0
1157,346.079987,0
1158,343.75,0
1159,344.339996,0
1160,344.73999,0
1161,343.920013,0
1162,349.410004,0
1163,349.350006,0
1164,346.940002,0
1165,348.25,0
1166,344.73999,0
1167,343.059998,0
1168,344.709991,0
1169,345.660004,0
1170,344.450012,0
1171,346.029999,0
1172,340.670013,0
1173,341.190002,0
1174,344.700012,0
1175,351.519989,0
1176,350.519989,0
1177,352.089996,0
1178,349.839996,0
1179,350.649994,0
1180,351.450012,0
1181,353.730011,0
1182,352.559998,0
1183,349.23999,0
1184,348.350006,0
1185,348.76001,0
1186,347.660004,0
1187,348.700012,0
1188,345.459991,0
1189,343.160004,0
1190,345.059998,0
1191,346.730011,0
1192,346.549988,0
1193,346.470001,0
1194,345.700012,0
1195,347.049988,0
1196,344.230011,0
1197,344.329987,0
1198,345.100006,0
1199,348.600006,0
1200,349.149994,0
1201,350.869995,0
1202,354.709991,0
1203,356.940002,0
1204,356.970001,0
1205,358.779999,0
1206,359.799988,0
1207,359.130005,0
1208,356.98999,0
1209,355.390015,0
1210,333.649994,0
1211,342.850006,0
1212,341.160004,0
1213,341.76001,0
1214,347.130005,0
1215,347.160004,0
1216,344.829987,0
1217,343.700012,0
1218,342.5,0
1219,337.929993,0
1220,335.059998,0
1221,335.070007,0
1222,340.359985,0
1223,341.200012,0
1224,338.480011,0
1225,337.619995,0
1226,332.609985,0
1227,334.809998,0
1228,338.149994,0
1229,336.570007,0
1230,339.100006,0
1231,339.549988,0
1232,337.98999,0
1233,340.540009,0
1234,340.579987,0
1235,341.609985,0
1236,339.350006,0
1237,339.589996,0
1238,341.910004,0
1239,343.970001,0
1240,345.609985,0
1241,345.769989,0
1242,343.600006,0
1243,345.98999,0
1244,350.630005,0
1245,351.410004,0
1246,349.579987,0
1247,348.549988,0
1248,347.589996,0
1249,348.690002,0
1250,348.559998,0
1251,351.730011,0
1252,352.75,0
1253,350.929993,0
1254,350.140015,0
1255,343.690002,0
1256,342.459991,0
1257,342.839996,0
1258,344.779999,0
1259,347.420013,0
1260,346.809998,0
1261,348.809998,0
1262,350.670013,0
1263,353.399994,0
1264,359.690002,0
1265,358.76001,0
1266,355.670013,0
1267,352.200012,0
1268,353.790009,0
1269,349.619995,0
1270,347.309998,0
1271,348.529999,0
1272,339.929993,0
1273,337,0
1274,340.75,0
1275,337.399994,0
1276,338.190002,0
1277,339.149994,0
1278,330.380005,0
1279,331.609985,0
1280,330.26001,0
1281,326.079987,0
1282,325.799988,0
1283,325.200012,0
1284,322.980011,0
1285,329.079987,0
1286,328.790009,0
1287,330.920013,0
1288,331.850006,0
1289,329.660004,0
1290,333.75,0
1291,332.959991,0
1292,333.619995,0
1293,330.079987,0
1294,331.019989,0
1295,332.01001,0
1296,334.890015,0
1297,332.720001,0
1298,327.98999,0
1299,327.670013,0
1300,325.700012,0
1301,324.149994,0
1302,328.670013,0
1303,330.26001,0
1304,331.890015,0
1305,332.73999,0
1306,335.540009,0
1307,333.73999,0
1308,337.929993,0
1309,336.950012,0
1310,340.269989,0
1311,337.929993,0
1312,338.670013,0
1313,336,0
1314,336.869995,0
1315,338.070007,0
1316,341.910004,0
1317,343.529999,0
1318,341.570007,0
1319,339.73999,0
1320,335.690002,0
1321,337.220001,0
1322,337.630005,0
1323,341.5,0
1324,342,0
1325,340.790009,0
1326,339.940002,0
1327,338.700012,0
1328,343.640015,0
1329,341.089996,0
1330,340.730011,0
1331,340.079987,0
1332,341.369995,0
1333,342.070007,0
1334,341.920013,0
1335,344.339996,0
1336,344.73999,0
1337,344.679993,0
1338,340.720001,0
1339,338.089996,0
1340,335.119995,0
1341,331.049988,0
1342,330.359985,0
1343,332.029999,0
1344,332.920013,0
1345,329.109985,0
1346,330.799988,0
1347,332.25,0
1348,334.480011,0
1349,335.570007,0
1350,338.390015,0
1351,340.529999,0
1352,342.01001,0
1353,342.859985,0
1354,343.820007,0
1355,352,0
1356,354.75,0
1357,354.279999,0
1358,354,0
1359,354.470001,0
1360,354.640015,0
1361,358,0
1362,358.429993,0
1363,359.290009,0
1364,358.410004,0
1365,354.579987,0
1366,360.649994,0
1367,360.859985,0
1368,361.230011,0
1369,363.160004,0
1370,367.399994,0
1371,366.640015,0
1372,364.959991,0
1373,363.149994,0
1374,358.709991,0
1375,361.630005,0
1376,366.25,0
1377,364.899994,0
1378,362.899994,0
1379,362.910004,0
1380,356.880005,0
1381,358.470001,0
1382,359.100006,0
1383,360.470001,0
1384,355.429993,0
1385,352.309998,0
1386,352.059998,0
1387,355.140015,0
1388,357.630005,0
1389,358.019989,0
1390,359.540009,0
1391,360.160004,0
1392,355.679993,0
1393,358.420013,0
1394,359.519989,0
1395,356.48999,0
1396,361.230011,0
1397,365.440002,0
1398,367.309998,0
1399,368.950012,0
1400,367.519989,0
1401,364.220001,0
1402,365.320007,0
1403,361.609985,0
1404,355.309998,0
1405,355.790009,0
1406,357.089996,0
1407,355.910004,0
1408,353.440002,0
1409,355.549988,0
1410,356.149994,0
1411,355.519989,0
1412,351.480011,0
1413,344.859985,0
1414,334.429993,0
1415,334.829987,0
1416,338.350006,0
1417,339.940002,0
1418,335.519989,0
1419,338.839996,0
1420,339.390015,0
1421,340.059998,0
1422,332.390015,0
1423,327.829987,0
1424,328.51001,0
1425,321.859985,0
1426,316.549988,0
1427,307.059998,0
1428,311.51001,0
1429,321.440002,0
1430,321.339996,0
1431,324.190002,0
1432,318.709991,0
1433,322.559998,0
1434,323.089996,0
1435,324.390015,0
1436,320.459991,0
1437,323.399994,0
1438,321.630005,0
1439,321.040009,0
1440,322.540009,0
1441,318.649994,0
1442,316.829987,0
1443,317.769989,0
1444,318.600006,0
1445,316.600006,0
1446,311.480011,0
1447,311.320007,0
1448,304.589996,0
1449,308.26001,0
1450,305.059998,0
1451,300.970001,0
1452,306.049988,0
1453,314.940002,0
1454,315.209991,0
1455,311.399994,0
1456,312.690002,0
1457,311.5,0
1458,313.480011,0
1459,305.100006,0
1460,300.390015,0
1461,295.459991,0
1462,300.029999,0
1463,303.230011,0
1464,298.920013,0
1465,298.76001,0
1466,305.73999,0
1467,312.480011,0
1468,314.76001,0
1469,312.359985,0
1470,312.600006,0
1471,310.170013,0
1472,304.709991,0
1473,301.880005,0
1474,304.059998,0
1475,304,0
1476,307.019989,0
1477,311.850006,0
1478,314.589996,0
1479,311.619995,0
1480,306.01001,0
1481,307.609985,0
1482,313.73999,0
1483,319.480011,0
1484,317.670013,0
1485,320.399994,0
1486,317.019989,0
1487,317.119995,0
1488,319.339996,0
1489,315.309998,0
1490,316.029999,0
1491,315.100006,0
1492,316.51001,0
1493,318.100006,0
1494,317.950012,0
1495,316.420013,0
1496,322.220001,0
1497,324.100006,0
1498,326.350006,0
1499,329.920013,0
1500,329.070007,0
1501,327.75,0
1502,328.890015,0
1503,326.440002,0
1504,330.190002,0
1505,329.339996,0
